Country,City,Year,AQI_Level,PM2_5,PM10,NO2,CO_Level,Pollution_Source,Air_Quality_Status
India,Kolkata,2021,372,165.58,258.97,217.12,15.87,Traffic Congestion,Hazardous
Japan,Osaka,2019,92,32.95,67.43,53.84,3.57,Traffic Congestion,Moderate
India,Bangalore,2018,429,247.53,306.9,166.46,13.01,Power Plants,Hazardous
Brazil,Rio de Janeiro,2024,167,104.43,182.67,63.17,5.15,Power Plants,Poor
Australia,Perth,2019,53,28.53,66.33,23.72,1.7,Construction Dust,Moderate
UAE,Al Ain,2021,318,167.84,239.69,136.25,9.52,Power Plants,Hazardous
France,Marseille,2021,152,62.54,115.39,66.05,4.52,Construction Dust,Poor
UAE,Al Ain,2018,137,63.59,108.58,86.0,6.19,Vehicle Emissions,Poor
France,Marseille,2019,142,78.96,113.39,51.6,5.5,Burning Waste,Poor
UK,Leeds,2018,116,65.84,135.3,55.96,2.99,Construction Dust,Poor
USA,Los Angeles,2023,90,63.13,102.55,58.98,2.41,Industrial Pollution,Moderate
Brazil,Fortaleza,2020,93,46.05,99.57,36.35,3.21,Natural Dust,Moderate
Japan,Kyoto,2018,100,60.65,98.26,55.63,4.11,Traffic Congestion,Moderate
France,Paris,2025,97,54.9,73.26,59.57,3.4,Industrial Pollution,Moderate
UAE,Abu Dhabi,2021,187,87.11,117.28,103.94,7.47,Traffic Congestion,Poor
Brazil,Brasilia,2024,232,152.45,256.21,96.53,10.23,Burning Waste,Very Poor
Germany,Berlin,2019,101,45.68,86.83,36.48,3.08,Power Plants,Poor
Germany,Munich,2023,106,61.46,118.26,44.71,3.65,Natural Dust,Poor
India,Bangalore,2023,495,347.5,407.6,220.0,14.52,Industrial Pollution,Hazardous
Japan,Kyoto,2024,43,20.11,53.23,9.56,1.39,Natural Dust,Good
UK,Manchester,2018,60,37.77,72.88,22.88,1.39,Construction Dust,Moderate
UAE,Ajman,2018,333,222.29,292.69,128.73,14.12,Burning Waste,Hazardous
USA,San Francisco,2019,165,86.03,151.01,91.19,5.0,Industrial Pollution,Poor
USA,New York,2019,166,104.15,163.98,67.38,5.08,Power Plants,Poor
UAE,Al Ain,2022,257,123.77,234.33,97.3,7.98,Natural Dust,Very Poor
Australia,Adelaide,2018,82,59.51,83.11,34.05,2.8,Power Plants,Moderate
UK,Leeds,2019,48,22.24,59.13,25.88,1.54,Natural Dust,Good
Brazil,Brasilia,2023,198,144.8,238.92,115.76,6.2,Industrial Pollution,Poor
France,Nice,2020,96,61.17,98.55,42.96,3.55,Burning Waste,Moderate
Australia,Perth,2021,41,17.25,28.75,25.54,1.35,Vehicle Emissions,Good
France,Marseille,2018,125,80.29,151.46,67.48,4.01,Industrial Pollution,Poor
France,Lyon,2022,112,71.14,99.56,34.83,3.45,Power Plants,Poor
Australia,Sydney,2021,47,17.66,33.15,18.33,1.64,Vehicle Emissions,Good
India,Mumbai,2025,421,314.68,374.18,161.97,17.55,Burning Waste,Hazardous
Germany,Munich,2020,93,51.94,68.47,33.07,2.92,Power Plants,Moderate
France,Marseille,2018,121,72.89,129.95,46.2,5.3,Burning Waste,Poor
Australia,Adelaide,2022,34,12.82,35.98,12.56,0.83,Natural Dust,Good
Australia,Adelaide,2018,101,54.94,94.23,62.24,3.33,Industrial Pollution,Poor
Canada,Montreal,2022,86,49.75,96.5,40.06,3.44,Burning Waste,Moderate
India,Chennai,2026,470,293.72,396.27,189.21,14.0,Power Plants,Hazardous
Japan,Nagoya,2022,70,35.58,65.74,50.38,2.45,Industrial Pollution,Moderate
Canada,Ottawa,2019,99,37.58,63.05,50.49,4.06,Traffic Congestion,Moderate
Canada,Montreal,2019,59,28.53,57.66,31.93,2.02,Power Plants,Moderate
UAE,Sharjah,2026,344,155.26,266.96,145.17,9.85,Power Plants,Hazardous
Germany,Hamburg,2022,143,66.93,105.68,94.12,6.17,Traffic Congestion,Poor
Australia,Perth,2025,58,36.6,55.43,25.69,2.73,Traffic Congestion,Moderate
Germany,Hamburg,2021,97,46.1,75.27,65.98,4.11,Vehicle Emissions,Moderate
UK,Glasgow,2019,62,33.53,76.46,34.34,1.44,Construction Dust,Moderate
UAE,Abu Dhabi,2021,139,70.54,112.05,51.72,5.44,Burning Waste,Poor
Japan,Osaka,2021,106,76.57,138.24,35.18,4.47,Burning Waste,Poor
Germany,Hamburg,2026,75,33.9,67.33,45.63,2.96,Vehicle Emissions,Moderate
USA,Houston,2023,25,8.94,33.37,9.52,1.17,Natural Dust,Good
France,Paris,2023,126,65.37,99.6,55.06,5.1,Burning Waste,Poor
UK,Birmingham,2022,129,66.19,107.11,79.16,5.12,Traffic Congestion,Poor
India,Delhi,2023,238,86.35,149.46,134.07,10.1,Vehicle Emissions,Very Poor
Japan,Tokyo,2018,123,61.12,112.37,52.71,4.69,Burning Waste,Poor
UK,Leeds,2022,80,49.31,73.0,32.76,3.42,Burning Waste,Moderate
France,Lyon,2023,124,85.77,122.41,45.97,4.04,Power Plants,Poor
UAE,Abu Dhabi,2025,232,127.81,163.85,140.78,9.5,Vehicle Emissions,Very Poor
France,Toulouse,2021,154,58.56,97.05,102.22,6.78,Traffic Congestion,Poor
Canada,Calgary,2022,37,16.45,53.65,16.19,0.65,Natural Dust,Good
France,Lyon,2021,129,94.42,151.24,52.34,5.27,Burning Waste,Poor
Canada,Vancouver,2024,16,10.09,33.8,16.11,0.1,Natural Dust,Good
UAE,Ajman,2023,255,114.04,231.94,102.87,7.29,Construction Dust,Very Poor
Brazil,Salvador,2021,102,59.16,111.52,69.9,4.41,Vehicle Emissions,Poor
Canada,Ottawa,2023,62,24.57,53.78,28.78,2.14,Vehicle Emissions,Moderate
India,Delhi,2021,416,192.9,320.24,220.0,17.65,Vehicle Emissions,Hazardous
France,Toulouse,2025,105,61.82,102.94,65.33,4.59,Traffic Congestion,Poor
France,Marseille,2020,128,69.15,86.63,71.75,5.71,Traffic Congestion,Poor
India,Bangalore,2025,288,139.11,233.6,116.39,8.16,Power Plants,Very Poor
USA,San Francisco,2019,53,29.71,58.66,25.13,1.99,Vehicle Emissions,Moderate
Australia,Melbourne,2023,60,27.52,55.72,16.4,1.32,Power Plants,Moderate
Brazil,Fortaleza,2025,263,117.13,168.62,160.98,10.59,Traffic Congestion,Very Poor
Japan,Tokyo,2018,110,49.0,105.65,40.98,3.75,Construction Dust,Poor
Canada,Calgary,2023,69,50.82,79.14,38.28,2.0,Industrial Pollution,Moderate
India,Mumbai,2026,403,234.65,278.27,167.07,11.71,Power Plants,Hazardous
UAE,Sharjah,2019,239,113.63,172.92,99.51,10.06,Burning Waste,Very Poor
Canada,Toronto,2018,86,51.27,82.89,43.97,3.74,Vehicle Emissions,Moderate
Australia,Sydney,2019,96,63.8,113.66,49.71,2.79,Industrial Pollution,Moderate
UAE,Al Ain,2022,346,219.91,325.73,133.52,10.01,Power Plants,Hazardous
UK,London,2023,110,51.37,112.57,46.96,3.05,Natural Dust,Poor
France,Marseille,2018,68,28.54,64.2,43.38,2.55,Traffic Congestion,Moderate
UK,Leeds,2024,77,39.14,81.86,32.83,2.36,Natural Dust,Moderate
Canada,Toronto,2021,117,59.61,111.02,40.44,4.58,Burning Waste,Poor
Australia,Brisbane,2026,114,80.95,130.47,70.94,3.81,Industrial Pollution,Poor
Brazil,Rio de Janeiro,2023,229,88.95,188.62,82.61,7.26,Construction Dust,Very Poor
Canada,Montreal,2026,38,27.63,63.04,19.62,1.06,Power Plants,Good
India,Bangalore,2018,392,177.65,331.33,152.34,11.82,Natural Dust,Hazardous
Germany,Cologne,2021,28,15.46,41.41,20.26,0.86,Natural Dust,Good
Canada,Calgary,2019,101,46.62,83.51,31.01,3.1,Power Plants,Poor
France,Nice,2023,121,77.02,178.42,57.97,4.02,Natural Dust,Poor
France,Marseille,2021,105,61.13,118.26,49.01,2.88,Construction Dust,Poor
Canada,Vancouver,2026,38,18.38,41.42,22.94,1.6,Natural Dust,Good
UAE,Al Ain,2020,251,151.34,201.08,94.45,7.31,Power Plants,Very Poor
Germany,Hamburg,2018,141,65.74,121.76,81.71,5.65,Vehicle Emissions,Poor
India,Chennai,2018,313,109.75,198.38,122.7,9.31,Natural Dust,Hazardous
Canada,Vancouver,2026,68,49.06,72.63,19.52,2.35,Power Plants,Moderate
UAE,Ajman,2026,326,184.1,292.66,199.56,13.83,Vehicle Emissions,Hazardous
France,Marseille,2022,40,23.65,66.6,14.59,1.4,Natural Dust,Good
France,Toulouse,2019,56,22.54,52.23,31.29,1.52,Natural Dust,Moderate
Australia,Perth,2026,63,42.83,59.78,23.8,1.71,Power Plants,Moderate
Canada,Ottawa,2025,63,29.44,49.48,17.2,2.64,Burning Waste,Moderate
Germany,Cologne,2023,64,38.68,61.13,25.93,2.71,Burning Waste,Moderate
USA,San Francisco,2024,129,81.82,127.0,69.51,3.57,Industrial Pollution,Poor
Germany,Hamburg,2023,151,104.46,189.94,54.19,5.88,Burning Waste,Poor
France,Toulouse,2022,93,54.05,120.01,42.79,2.32,Construction Dust,Moderate
France,Marseille,2021,118,71.43,96.4,79.84,3.59,Industrial Pollution,Poor
UK,Manchester,2024,101,51.05,77.42,40.26,3.78,Burning Waste,Poor
France,Nice,2021,68,31.88,60.67,44.67,2.93,Vehicle Emissions,Moderate
India,Mumbai,2026,286,182.87,207.16,172.36,12.35,Traffic Congestion,Very Poor
Japan,Osaka,2022,94,50.32,74.33,38.71,2.92,Power Plants,Moderate
Canada,Toronto,2025,123,66.71,107.83,59.2,4.83,Burning Waste,Poor
Germany,Cologne,2023,70,32.11,66.47,42.73,3.25,Vehicle Emissions,Moderate
Japan,Osaka,2021,162,100.16,135.6,93.75,6.73,Traffic Congestion,Poor
UAE,Dubai,2020,249,139.4,230.57,146.45,7.64,Industrial Pollution,Very Poor
USA,San Francisco,2023,87,53.89,92.85,29.7,2.76,Power Plants,Moderate
India,Kolkata,2018,274,167.53,255.72,111.98,11.68,Burning Waste,Very Poor
Germany,Berlin,2019,157,116.91,150.82,91.88,4.78,Industrial Pollution,Poor
Japan,Yokohama,2024,91,62.6,112.38,33.97,3.47,Burning Waste,Moderate
USA,Chicago,2021,126,76.44,96.97,71.52,3.84,Industrial Pollution,Poor
UK,Manchester,2022,131,66.1,110.88,52.49,5.3,Burning Waste,Poor
India,Bangalore,2018,453,216.1,338.97,220.0,18.65,Traffic Congestion,Hazardous
India,Bangalore,2019,335,130.8,198.39,192.37,14.14,Vehicle Emissions,Hazardous
UK,Birmingham,2021,68,26.4,55.26,30.79,1.65,Construction Dust,Moderate
Canada,Montreal,2025,57,26.93,58.95,25.63,2.06,Traffic Congestion,Moderate
UK,Birmingham,2021,74,42.6,68.76,35.14,2.7,Vehicle Emissions,Moderate
India,Mumbai,2020,243,157.25,261.68,104.31,6.93,Power Plants,Very Poor
India,Chennai,2020,233,150.16,259.35,92.77,9.83,Burning Waste,Very Poor
Japan,Osaka,2022,146,81.03,160.36,55.83,4.2,Construction Dust,Poor
France,Marseille,2020,107,38.32,53.16,60.45,4.53,Traffic Congestion,Poor
USA,Chicago,2025,133,71.3,140.3,47.41,3.63,Construction Dust,Poor
UK,Birmingham,2022,116,76.35,129.71,47.27,3.84,Power Plants,Poor
USA,Houston,2024,136,97.46,180.88,55.78,4.23,Power Plants,Poor
UK,Manchester,2025,78,30.15,69.66,32.17,2.62,Construction Dust,Moderate
UAE,Dubai,2022,240,129.57,220.51,105.12,7.29,Power Plants,Very Poor
India,Bangalore,2025,287,184.93,291.74,115.7,8.41,Power Plants,Very Poor
France,Marseille,2020,88,57.43,112.79,37.48,3.97,Burning Waste,Moderate
Japan,Yokohama,2024,95,58.14,79.77,65.48,3.76,Vehicle Emissions,Moderate
France,Lyon,2025,41,22.41,55.96,14.28,1.41,Natural Dust,Good
France,Toulouse,2024,107,78.51,128.76,59.47,3.7,Industrial Pollution,Poor
France,Paris,2019,138,55.92,105.71,53.67,4.49,Construction Dust,Poor
USA,New York,2025,162,94.74,147.34,104.97,4.64,Industrial Pollution,Poor
UK,Leeds,2023,60,25.72,50.37,33.74,1.68,Construction Dust,Moderate
Brazil,Fortaleza,2020,103,48.17,107.08,36.75,3.37,Construction Dust,Poor
UAE,Sharjah,2021,255,93.38,139.33,146.02,10.25,Vehicle Emissions,Very Poor
Germany,Cologne,2024,73,36.84,53.49,36.97,2.74,Traffic Congestion,Moderate
France,Toulouse,2020,85,44.47,68.39,58.55,4.03,Traffic Congestion,Moderate
Canada,Ottawa,2018,67,24.58,59.08,26.89,2.46,Construction Dust,Moderate
USA,Houston,2023,50,22.52,57.13,19.49,1.14,Construction Dust,Good
Japan,Nagoya,2020,83,31.84,49.45,55.49,3.52,Vehicle Emissions,Moderate
Germany,Cologne,2023,82,57.0,87.23,36.67,2.95,Power Plants,Moderate
Brazil,Fortaleza,2020,141,53.29,90.99,87.86,6.0,Traffic Congestion,Poor
Canada,Vancouver,2023,15,9.05,26.23,2.65,0.5,Natural Dust,Good
Brazil,Rio de Janeiro,2021,205,101.7,130.99,129.15,5.82,Industrial Pollution,Very Poor
Germany,Cologne,2021,88,38.28,80.47,31.48,2.81,Construction Dust,Moderate
France,Toulouse,2019,70,28.46,49.11,46.59,3.27,Vehicle Emissions,Moderate
Canada,Montreal,2021,27,16.85,39.53,5.95,0.33,Construction Dust,Good
Brazil,Sao Paulo,2021,230,121.5,221.03,143.84,9.53,Traffic Congestion,Very Poor
Japan,Osaka,2024,88,47.17,82.94,58.09,3.78,Vehicle Emissions,Moderate
UK,Leeds,2022,64,46.68,73.53,37.48,2.14,Industrial Pollution,Moderate
India,Delhi,2025,258,135.4,204.73,96.74,10.74,Burning Waste,Very Poor
UK,Birmingham,2024,47,24.07,56.11,32.29,2.02,Traffic Congestion,Good
Germany,Frankfurt,2026,154,105.91,131.41,62.37,4.22,Power Plants,Poor
USA,Houston,2025,79,52.33,74.31,25.51,3.76,Burning Waste,Moderate
India,Chennai,2026,288,134.48,202.11,173.22,12.52,Vehicle Emissions,Very Poor
UAE,Sharjah,2018,322,203.26,412.52,119.07,9.57,Construction Dust,Hazardous
Japan,Osaka,2020,123,58.55,99.73,42.08,3.87,Power Plants,Poor
UAE,Al Ain,2022,305,120.36,198.97,188.38,12.47,Traffic Congestion,Hazardous
Canada,Toronto,2026,54,32.84,60.94,31.01,1.75,Industrial Pollution,Moderate
India,Kolkata,2025,410,260.03,364.95,220.0,17.27,Traffic Congestion,Hazardous
UAE,Abu Dhabi,2024,165,102.09,197.08,64.4,5.07,Natural Dust,Poor
UAE,Ajman,2019,209,151.79,249.91,85.32,6.07,Power Plants,Very Poor
Brazil,Fortaleza,2023,221,118.09,213.39,88.22,6.72,Construction Dust,Very Poor
UK,Manchester,2021,158,91.09,155.64,68.67,6.37,Burning Waste,Poor
Brazil,Salvador,2022,118,50.24,88.98,63.49,4.92,Vehicle Emissions,Poor
India,Delhi,2022,483,335.5,550.0,192.85,20.48,Burning Waste,Hazardous
India,Mumbai,2021,416,253.22,339.28,220.0,17.3,Traffic Congestion,Hazardous
Germany,Berlin,2021,120,70.96,126.49,56.86,3.79,Power Plants,Poor
Brazil,Salvador,2021,220,95.49,175.36,86.53,7.01,Natural Dust,Very Poor
Australia,Brisbane,2019,84,47.77,96.32,41.9,2.26,Construction Dust,Moderate
UK,Manchester,2018,117,50.57,65.45,64.82,4.62,Vehicle Emissions,Poor
India,Delhi,2019,492,279.46,495.53,205.33,15.1,Construction Dust,Hazardous
Germany,Cologne,2024,52,30.9,72.82,26.7,1.51,Construction Dust,Moderate
Brazil,Fortaleza,2018,126,45.07,97.73,55.28,3.85,Natural Dust,Poor
UK,Manchester,2023,105,64.56,93.29,50.3,3.14,Power Plants,Poor
Brazil,Sao Paulo,2021,270,148.82,221.98,99.47,11.48,Burning Waste,Very Poor
UAE,Dubai,2019,326,114.94,246.96,125.4,9.42,Construction Dust,Hazardous
Germany,Berlin,2020,80,37.54,66.69,44.83,3.02,Traffic Congestion,Moderate
UK,Glasgow,2024,68,32.95,51.43,33.05,3.3,Traffic Congestion,Moderate
France,Nice,2023,154,91.42,212.18,71.32,4.75,Construction Dust,Poor
Canada,Ottawa,2023,30,14.86,36.62,15.03,0.83,Construction Dust,Good
Canada,Calgary,2025,77,35.2,67.43,41.4,3.39,Vehicle Emissions,Moderate
UK,Birmingham,2025,44,24.07,59.44,23.58,1.5,Construction Dust,Good
Brazil,Salvador,2023,176,88.49,141.76,108.32,7.41,Traffic Congestion,Poor
Germany,Berlin,2018,98,58.56,112.58,39.04,3.2,Construction Dust,Moderate
Canada,Calgary,2024,69,45.91,67.23,30.18,2.24,Power Plants,Moderate
Germany,Berlin,2025,123,46.79,69.26,75.53,4.86,Traffic Congestion,Poor
Canada,Montreal,2022,22,9.34,25.17,15.65,0.94,Construction Dust,Good
UAE,Dubai,2021,214,117.64,269.77,83.83,6.39,Natural Dust,Very Poor
Brazil,Fortaleza,2024,169,91.0,179.35,68.64,5.47,Natural Dust,Poor
UAE,Ajman,2023,218,103.27,163.89,131.06,9.23,Traffic Congestion,Very Poor
Canada,Toronto,2023,19,11.86,34.21,11.43,0.1,Construction Dust,Good
France,Marseille,2020,88,37.69,96.72,34.0,2.48,Natural Dust,Moderate
France,Lyon,2021,63,29.57,67.44,23.54,1.65,Power Plants,Moderate
UAE,Abu Dhabi,2022,212,130.01,175.78,120.71,8.63,Vehicle Emissions,Very Poor
France,Marseille,2026,122,63.82,112.85,39.94,3.22,Natural Dust,Poor
Canada,Vancouver,2025,41,24.91,42.82,21.22,1.44,Traffic Congestion,Good
UK,Manchester,2020,96,52.04,102.4,42.17,3.26,Natural Dust,Moderate
UAE,Sharjah,2023,271,140.59,234.49,107.49,11.66,Burning Waste,Very Poor
USA,Chicago,2018,79,36.5,59.89,33.43,2.19,Power Plants,Moderate
Brazil,Brasilia,2020,143,83.14,152.08,48.53,4.7,Natural Dust,Poor
France,Marseille,2024,131,82.7,135.27,75.05,5.56,Vehicle Emissions,Poor
France,Nice,2024,124,89.45,133.94,51.79,4.93,Burning Waste,Poor
India,Chennai,2019,313,130.33,192.95,179.0,13.57,Traffic Congestion,Hazardous
Australia,Brisbane,2020,65,26.4,48.63,42.07,2.71,Traffic Congestion,Moderate
UAE,Ajman,2024,228,137.31,286.46,92.79,6.69,Construction Dust,Very Poor
Japan,Tokyo,2023,88,46.99,68.69,36.36,2.25,Power Plants,Moderate
France,Toulouse,2024,84,31.28,69.0,40.78,2.1,Natural Dust,Moderate
Brazil,Salvador,2026,245,122.74,230.49,97.85,7.41,Construction Dust,Very Poor
USA,Houston,2025,89,57.2,102.9,30.28,2.69,Power Plants,Moderate
France,Nice,2023,119,65.03,81.18,74.45,4.8,Traffic Congestion,Poor
USA,New York,2021,98,47.98,84.92,33.42,3.96,Burning Waste,Moderate
Canada,Calgary,2026,48,23.74,60.81,27.86,1.54,Natural Dust,Good
Canada,Montreal,2024,36,13.65,33.15,24.72,1.13,Traffic Congestion,Good
Australia,Adelaide,2022,37,19.83,48.63,29.34,1.95,Vehicle Emissions,Good
UK,Manchester,2019,70,36.02,58.98,32.7,2.11,Power Plants,Moderate
Japan,Kyoto,2026,92,51.38,75.1,45.69,3.49,Traffic Congestion,Moderate
India,Kolkata,2024,489,232.2,388.25,220.0,20.87,Traffic Congestion,Hazardous
Australia,Brisbane,2026,39,23.53,54.95,16.87,1.62,Vehicle Emissions,Good
Germany,Berlin,2026,55,20.9,48.17,27.75,1.53,Construction Dust,Moderate
India,Bangalore,2022,175,113.2,177.45,99.05,7.36,Traffic Congestion,Poor
UAE,Ajman,2024,148,94.13,205.79,55.02,4.09,Construction Dust,Poor
Brazil,Brasilia,2022,228,141.37,209.01,94.13,9.84,Burning Waste,Very Poor
Germany,Cologne,2020,173,95.28,134.97,64.8,6.81,Burning Waste,Poor
Germany,Cologne,2025,102,71.69,92.07,63.82,3.49,Industrial Pollution,Poor
Australia,Adelaide,2025,81,46.83,82.55,40.05,2.53,Industrial Pollution,Moderate
UK,Birmingham,2026,120,63.86,85.84,48.98,5.19,Burning Waste,Poor
Australia,Adelaide,2023,57,31.97,66.36,23.03,2.05,Natural Dust,Moderate
UAE,Al Ain,2019,290,136.81,299.03,108.13,8.88,Construction Dust,Very Poor
France,Marseille,2020,91,45.51,79.63,59.8,4.3,Vehicle Emissions,Moderate
France,Nice,2023,113,54.74,90.55,65.65,4.71,Traffic Congestion,Poor
UK,Glasgow,2018,49,21.96,41.41,32.42,1.56,Traffic Congestion,Good
UAE,Al Ain,2019,242,181.27,294.85,100.55,10.66,Burning Waste,Very Poor
UK,Leeds,2025,64,27.47,77.5,28.05,1.48,Natural Dust,Moderate
USA,Los Angeles,2025,112,67.53,130.27,76.08,4.42,Vehicle Emissions,Poor
France,Toulouse,2023,166,89.26,123.56,93.1,4.64,Industrial Pollution,Poor
Germany,Frankfurt,2020,64,27.55,56.21,32.69,2.38,Vehicle Emissions,Moderate
Japan,Tokyo,2019,104,62.51,95.07,39.39,4.22,Burning Waste,Poor
Brazil,Salvador,2023,212,83.45,145.51,86.96,6.07,Construction Dust,Very Poor
UAE,Sharjah,2018,265,177.56,284.07,104.62,10.65,Burning Waste,Very Poor
India,Kolkata,2023,462,182.51,292.04,220.0,19.8,Traffic Congestion,Hazardous
UK,Manchester,2026,112,71.67,132.68,63.41,5.0,Traffic Congestion,Poor
Brazil,Brasilia,2024,229,111.56,181.16,92.41,6.9,Power Plants,Very Poor
India,Kolkata,2026,267,131.24,272.88,110.41,7.8,Natural Dust,Very Poor
Brazil,Rio de Janeiro,2019,235,93.4,198.74,96.18,6.79,Natural Dust,Very Poor
Japan,Yokohama,2022,83,40.7,98.07,31.49,2.81,Natural Dust,Moderate
India,Kolkata,2026,425,316.17,467.08,162.23,12.74,Power Plants,Hazardous
Australia,Brisbane,2024,78,53.64,82.15,26.0,1.89,Power Plants,Moderate
Canada,Toronto,2026,64,28.79,81.19,22.88,2.34,Construction Dust,Moderate
Australia,Brisbane,2023,43,24.2,65.88,13.94,1.7,Natural Dust,Good
France,Nice,2024,174,81.83,136.37,74.46,7.03,Burning Waste,Poor
Canada,Calgary,2022,98,51.12,83.47,42.41,2.54,Power Plants,Moderate
Australia,Perth,2023,75,43.21,63.52,34.73,2.7,Burning Waste,Moderate
Canada,Vancouver,2018,86,42.08,87.39,47.46,2.3,Industrial Pollution,Moderate
Canada,Montreal,2018,60,37.22,81.19,24.34,1.82,Natural Dust,Moderate
Germany,Munich,2019,172,79.3,122.52,63.55,4.69,Power Plants,Poor
UK,Glasgow,2021,121,71.36,126.53,41.79,3.8,Power Plants,Poor
UK,Manchester,2026,38,14.4,35.89,15.28,1.54,Construction Dust,Good
Germany,Frankfurt,2024,101,56.89,91.64,40.24,4.35,Burning Waste,Poor
Brazil,Fortaleza,2023,193,82.97,161.88,77.63,5.79,Construction Dust,Poor
USA,San Francisco,2018,111,38.95,94.62,53.11,3.51,Construction Dust,Poor
Brazil,Sao Paulo,2022,123,60.03,84.25,39.39,4.85,Burning Waste,Poor
India,Chennai,2021,474,239.63,299.04,220.0,14.53,Industrial Pollution,Hazardous
India,Bangalore,2022,445,218.47,369.92,178.91,18.62,Burning Waste,Hazardous
Canada,Ottawa,2026,65,43.71,86.61,39.98,1.96,Industrial Pollution,Moderate
Australia,Sydney,2020,65,29.77,60.92,18.24,1.69,Construction Dust,Moderate
Australia,Perth,2021,110,74.01,88.46,59.42,3.69,Industrial Pollution,Poor
UK,Leeds,2025,93,34.8,69.56,29.33,2.57,Natural Dust,Moderate
UAE,Sharjah,2020,334,249.13,404.12,200.61,10.23,Industrial Pollution,Hazardous
Brazil,Salvador,2020,209,115.36,165.81,127.08,6.1,Industrial Pollution,Very Poor
France,Lyon,2026,149,93.09,134.49,58.22,4.68,Power Plants,Poor
Japan,Yokohama,2022,91,49.87,84.03,46.3,2.43,Power Plants,Moderate
Australia,Brisbane,2018,93,45.3,62.55,54.42,3.82,Traffic Congestion,Moderate
Japan,Nagoya,2024,96,40.77,93.86,39.43,2.87,Construction Dust,Moderate
Canada,Ottawa,2024,31,20.3,41.86,21.25,0.83,Burning Waste,Good
Japan,Tokyo,2023,171,86.19,155.71,100.46,5.34,Industrial Pollution,Poor
France,Toulouse,2023,83,53.16,131.65,42.66,2.02,Natural Dust,Moderate
Germany,Berlin,2020,104,59.72,97.15,36.02,3.03,Power Plants,Poor
France,Marseille,2020,149,106.03,159.99,59.06,6.49,Burning Waste,Poor
Japan,Nagoya,2026,79,36.23,80.68,26.69,2.65,Natural Dust,Moderate
France,Toulouse,2018,100,65.12,115.33,58.06,2.57,Industrial Pollution,Moderate
USA,New York,2024,126,89.31,168.24,41.86,5.53,Burning Waste,Poor
Canada,Toronto,2024,89,55.95,83.73,48.04,3.46,Traffic Congestion,Moderate
Brazil,Rio de Janeiro,2025,148,53.33,109.96,52.57,4.52,Natural Dust,Poor
Germany,Berlin,2023,76,31.07,55.49,51.9,3.03,Vehicle Emissions,Moderate
Australia,Brisbane,2025,45,22.01,58.21,17.85,0.87,Natural Dust,Good
India,Chennai,2018,446,238.02,401.64,184.24,13.35,Natural Dust,Hazardous
Brazil,Sao Paulo,2018,171,95.25,133.31,96.54,5.56,Industrial Pollution,Poor
India,Delhi,2026,359,242.84,325.47,144.86,15.25,Burning Waste,Hazardous
Canada,Vancouver,2021,131,77.08,125.38,72.17,4.13,Industrial Pollution,Poor
Germany,Frankfurt,2020,131,61.94,107.0,88.54,3.81,Industrial Pollution,Poor
UK,London,2023,143,64.52,92.6,92.22,6.21,Vehicle Emissions,Poor
Australia,Adelaide,2026,67,26.22,44.94,36.61,2.69,Traffic Congestion,Moderate
USA,San Francisco,2021,98,62.05,141.1,44.87,3.3,Natural Dust,Moderate
UK,London,2026,106,69.13,114.16,32.99,4.09,Burning Waste,Poor
Canada,Montreal,2022,42,18.21,40.33,20.14,1.87,Traffic Congestion,Good
Brazil,Fortaleza,2024,166,107.42,188.67,61.44,5.05,Construction Dust,Poor
USA,San Francisco,2020,137,85.79,101.09,58.88,4.38,Power Plants,Poor
France,Lyon,2020,97,61.93,89.29,49.33,4.38,Traffic Congestion,Moderate
Japan,Kyoto,2020,132,78.34,130.07,74.1,3.63,Industrial Pollution,Poor
USA,New York,2025,96,68.17,87.04,56.79,2.93,Industrial Pollution,Moderate
